Customer_ID,Marketing_Channel,Marketing_Spend,New_Customers,CAC,Conversion_Rate,Break_Even_Customers
CUST0001,Email Marketing,3489.027844,16,218.06424025,0.4585804618187506,16.0
CUST0002,Online Ads,1107.865808,33,33.571691151515154,2.978700106249691,33.0
CUST0003,Social Media,2576.081025,44,58.547296022727274,1.7080208104090981,44.0
CUST0004,Online Ads,3257.567932,32,101.798997875,0.9823279412120637,32.0
CUST0005,Email Marketing,1108.408185,13,85.26216807692307,1.1728531217946572,13.0
CUST0006,Email Marketing,3570.998592,35,102.0285312,0.9801180005617879,35.0
CUST0007,Referral,1542.797949,27,57.14066477777778,1.750067143756619,27.0
CUST0008,Online Ads,2846.793776,22,129.3997170909091,0.7727992166300142,22.0
CUST0009,Social Media,1201.138534,17,70.65520788235294,1.4153238380744515,17.0
CUST0010,Online Ads,2516.415457,39,64.52347325641026,1.549823575098156,39.0
CUST0011,Online Ads,1846.641137,15,123.10940913333334,0.8122855978595044,15.0
CUST0012,Email Marketing,2307.38322,23,100.3210095652174,0.9968001760886516,23.0
CUST0013,Online Ads,4044.918832,50,80.89837664,1.2361187474132238,50.0
CUST0014,Online Ads,2516.504862,48,52.427184624999995,1.9074074016233713,48.0
CUST0015,Email Marketing,4008.039294,11,364.36720854545456,0.27444840714178886,11.0
CUST0016,Email Marketing,4327.697141,13,332.89978007692304,0.30039070610648355,13.0
CUST0017,Online Ads,2009.086127,31,64.80922990322581,1.5429900980048925,30.999999999999996
CUST0018,Email Marketing,1327.624931,25,53.10499724,1.8830619564495055,25.0
CUST0019,Referral,1077.533148,18,59.862952666666665,1.670482252300975,18.0
CUST0020,Online Ads,3157.676192,46,68.64513460869566,1.4567674835228959,45.99999999999999
CUST0021,Referral,4999.631314,23,217.37527452173913,0.46003392161328477,23.0
CUST0022,Email Marketing,2399.841375,14,171.41724107142858,0.5833718905692257,14.0
CUST0023,Social Media,3600.576373,45,80.01280828888889,1.2497999025224398,45.0
CUST0024,Online Ads,4124.932198,23,179.34487817391306,0.5575849225146463,23.0
CUST0025,Referral,3607.018621,47,76.74507704255319,1.3030151750913292,47.0
CUST0026,Social Media,4016.932816,23,174.64925286956523,0.5725761682741571,22.999999999999996
CUST0027,Online Ads,4798.446931,24,199.9352887916667,0.5001618303820311,24.0
CUST0028,Online Ads,1797.442729,31,57.98202351612903,1.7246724749470446,31.0
CUST0029,Referral,1081.520069,19,56.92210889473684,1.756786632500298,19.0
CUST0030,Email Marketing,1609.529383,48,33.53186214583334,2.982238193783878,48.0
CUST0031,Referral,1504.883899,10,150.4883899,0.664503089350948,10.0
CUST0032,Email Marketing,3677.835378,27,136.21612511111113,0.7341274751313788,27.0
CUST0033,Email Marketing,3255.878328,19,171.3620172631579,0.5835598903252383,19.0
CUST0034,Referral,1871.858164,18,103.99212022222223,0.9616113200337544,18.0
CUST0035,Social Media,3797.859885,44,86.31499738636363,1.1585472169150337,44.0
CUST0036,Email Marketing,4067.592393,26,156.44586126923076,0.6391987566095343,26.0
CUST0037,Referral,1671.156573,21,79.57888442857143,1.2566147504839453,21.0
CUST0038,Email Marketing,3428.989976,17,201.70529270588236,0.49577281120637495,17.0
CUST0039,Referral,3991.702608,11,362.88205527272726,0.2755716314625812,11.0
CUST0040,Email Marketing,1458.131486,18,81.00730477777778,1.2344565749264673,18.0
CUST0041,Email Marketing,4277.204697,10,427.7204697,0.23379755490809048,10.0
CUST0042,Online Ads,4858.883092,32,151.840096625,0.6585875682559024,32.0
CUST0043,Online Ads,1432.394999,25,57.295799960000004,1.745328629145821,25.0
CUST0044,Social Media,1102.713702,47,23.461993659574468,4.262212387019019,47.0
CUST0045,Online Ads,2247.828978,30,74.9276326,1.334621107460427,30.000000000000004
CUST0046,Online Ads,3709.389147,11,337.21719518181817,0.29654478309174825,11.0
CUST0047,Online Ads,4832.691353,21,230.12815966666668,0.4345404758150711,21.0
CUST0048,Social Media,2586.617766,26,99.48529869230768,1.0051736418793313,26.0
CUST0049,Email Marketing,3860.05882,13,296.92760153846154,0.33678243276095987,13.0
CUST0050,Social Media,1303.985911,18,72.44366172222222,1.3803830124357839,18.0
CUST0051,Social Media,3762.457664,36,104.51271288888888,0.9568213974726067,36.0
CUST0052,Online Ads,3508.969582,43,81.60394376744186,1.2254309704073119,43.0
CUST0053,Social Media,1407.605222,17,82.80030717647058,1.2077249881074967,17.0
CUST0054,Referral,4089.92354,14,292.1373957142857,0.3423046876812763,14.000000000000002
CUST0055,Email Marketing,4401.172956,40,110.02932390000001,0.9088486273975913,40.0
CUST0056,Email Marketing,3401.646459,38,89.51701207894737,1.117106097238896,38.0
CUST0057,Online Ads,1484.22026,33,44.97637151515152,2.223389673982755,33.0
CUST0058,Email Marketing,4935.377406,42,117.50898585714285,0.850998749334551,42.0
CUST0059,Online Ads,4130.541385,47,87.88385925531915,1.1378653696747791,47.00000000000001
CUST0060,Social Media,2388.815061,16,149.3009413125,0.6697881414604829,16.0
CUST0061,Referral,2713.512053,38,71.40821192105263,1.4003991601212173,38.0
CUST0062,Email Marketing,2482.283505,42,59.10198821428571,1.691990456182804,42.0
CUST0063,Email Marketing,3023.843159,24,125.99346495833333,0.7936919588096929,24.0
CUST0064,Email Marketing,2364.924699,49,48.26376936734694,2.071947577050528,49.0
CUST0065,Referral,4398.302508,12,366.52520899999996,0.27283252978105527,12.0
CUST0066,Referral,4289.323672,43,99.7517133023256,1.002489046949218,43.0
CUST0067,Online Ads,1422.155483,29,49.03984424137931,2.039158189569066,29.0
CUST0068,Online Ads,4843.150269,39,124.18334023076922,0.8052609940606409,39.0
CUST0069,Social Media,3542.340424,11,322.03094763636363,0.3105291610448562,11.0
CUST0070,Social Media,4314.829244,13,331.9099418461538,0.3012865461148247,13.0
CUST0071,Online Ads,3829.234575,40,95.730864375,1.044595185187891,40.0
CUST0072,Referral,2741.94858,35,78.34138800000001,1.2764644915405379,35.0
CUST0073,Referral,3935.181216,37,106.35624908108107,0.9402362424775306,37.0
CUST0074,Social Media,4861.894925,16,303.8684328125,0.32908979414029604,16.0
CUST0075,Email Marketing,2080.329586,41,50.739746,1.9708415568339661,41.0
CUST0076,Social Media,4232.796875,38,111.38939144736842,0.8977515605447048,38.0
CUST0077,Referral,3152.691626,14,225.19225899999998,0.4440649978114923,14.0
CUST0078,Social Media,2933.990016,15,195.5993344,0.5112491834737041,15.0
CUST0079,Social Media,2742.297972,30,91.40993239999999,1.0939730221264228,30.000000000000004
CUST0080,Online Ads,3924.104857,48,81.75218452083332,1.2232089036656444,48.0
CUST0081,Email Marketing,2073.582152,19,109.1359027368421,0.9162887509267104,19.0
CUST0082,Social Media,4406.85264,14,314.7751885714286,0.3176870465993163,13.999999999999998
CUST0083,Email Marketing,4322.924076,18,240.16244866666668,0.41638482849912534,18.0
CUST0084,Referral,1346.651592,27,49.87598488888889,2.0049729388356896,27.0
CUST0085,Social Media,4526.524736,49,92.3780558367347,1.0825081681382862,49.0
CUST0086,Online Ads,1975.453757,50,39.50907514,2.5310640566920646,50.0
CUST0087,Referral,2858.833866,47,60.82625246808511,1.6440269775368614,47.0
CUST0088,Email Marketing,3441.326817,45,76.47392926666667,1.3076351765749774,45.0
CUST0089,Online Ads,2515.957217,30,83.86524056666667,1.1923891152557702,30.0
CUST0090,Online Ads,1114.799991,34,32.788235029411766,3.04987444155801,34.0
CUST0091,Online Ads,4403.811345,48,91.7460696875,1.0899649471700972,48.0
CUST0092,Email Marketing,1727.359429,43,40.17114951162791,2.489348729516791,43.0
CUST0093,Referral,1848.479401,28,66.01712146428572,1.514758562354139,27.999999999999996
CUST0094,Social Media,4191.329427,39,107.4699853076923,0.9304923575982137,39.0
CUST0095,Online Ads,2361.355373,42,56.22274697619047,1.778639525428179,42.0
CUST0096,Social Media,4521.279919,48,94.19333164583333,1.061646278486037,48.0
CUST0097,Referral,3804.735001,37,102.8306757027027,0.9724724584044689,37.0
CUST0098,Email Marketing,2105.074303,16,131.5671439375,0.7600681827334055,16.0
CUST0099,Referral,1040.604458,17,61.212026941176475,1.6336658822962682,17.0
CUST0100,Referral,4792.250311,45,106.49445135555555,0.9390160588379166,45.0
CUST0101,Online Ads,1342.451848,23,58.36747165217391,1.713283052518097,23.0
CUST0102,Email Marketing,3880.298656,37,104.87293664864865,0.9535348507978351,37.0
CUST0103,Email Marketing,2954.311387,38,77.74503650000001,1.2862557470147948,38.0
CUST0104,Email Marketing,4032.658614,24,168.02744225,0.5951408809235743,24.0
CUST0105,Social Media,3762.437358,36,104.51214883333334,0.9568265614696249,36.0
CUST0106,Email Marketing,3583.611599,31,115.60037416129032,0.8650491032189563,31.0
CUST0107,Online Ads,2963.28534,39,75.98167538461539,1.3161068046184172,39.0
CUST0108,Social Media,4171.731473,35,119.1923278,0.8389801746954387,35.0
CUST0109,Social Media,1372.213402,36,38.117038944444445,2.6234986444185737,36.0
CUST0110,Referral,1886.385602,16,117.899100125,0.8481828944748274,16.0
